Name,Notes,slide
Lung Tumor Tissue Array - Duplicated 36 cases covering all the common types of lung cancer and 12 cases of normal and other non-malignant lung tissues I,http://www.biochain.com/product/lung-tumor-tissue-array-duplicated-36-cases-covering-all-the-common-types-of-lung-cancer-and-12-cases-of-normal-and-other-non-malignant-lung-tissues-i/,Z7020066-B508161
Lung Tumor Tissue Array - 36 cases in duplicates covering all the common types of lung cancer and 12 cases of normal and other non-malignant lung tissues II,http://www.biochain.com/product/lung-tumor-tissue-array-36-cases-in-duplicates-covering-all-the-common-types-of-lung-cancer-and-12-cases-of-normal-and-other-non-malignant-lung-tissues-ii/,Z7020067-C507048
"Lung Tumor Tissue Array - 7 types, 15 cases of normal, inflammatory and tumor tissues of the lung.",http://www.biochain.com/product/lung-tumor-tissue-array-7-types-15-cases-of-normal-inflammatory-and-tumor-tissues-of-the-lung/,Z7020068-B508163
"Lung Tumor Tissue Array - 24 cases of normal, chronic bronchitis, emphysema, TB and tumor tissues of the lung in duplicates",http://www.biochain.com/product/lung-tumor-tissue-array-16-cases-covering-all-the-common-types-of-lung-cancer-paired-with-adjacent-normal-tissues-2/,Z7020069-C511002
Lymphoma Tissue Array - 70 cases of various types of nodal and extranodal lymphoma all in duplicates together with 5 cases of non-malignant lymphoid tissues,http://www.biochain.com/product/lymphoma-tissue-array-70-cases-of-various-types-of-nodal-and-extranodal-lymphoma-all-in-duplicates-together-with-5-cases-of-non-malignant-lymphoid-tissues/,Z7020070-B412109
Lymphoma Tissue Array - 5 types of 14 cases of various lymphomas from 7 nodal and extranodal sites.,http://www.biochain.com/product/lymphoma-tissue-array-5-types-of-14-cases-of-various-lymphomas-from-7-nodal-and-extranodal-sites/,Z7020071-B508165
Lymphoma Tissue Array - 39 cases of various types of nodal and extranodal lymphoma,http://www.biochain.com/product/lymphoma-tissue-array-39-cases-of-various-types-of-nodal-and-extranodal-lymphoma/,Z7020072-C502161
Metastatic Tumor Tissue Array - 18 cases of metastatic cancers from 4 anatomic sites,http://www.biochain.com/product/metastatic-tumor-tissue-array-18-cases-of-metastatic-cancers-from-4-anatomic-sites/,Z7020073-B508167
Metastatic Tumor Tissue Array - 48 cases of metastatic cancers from 8 anatomic sites,http://www.biochain.com/product/metastatic-tumor-tissue-array-48-cases-of-metastatic-cancers-from-8-anatomic-sites/,Z7020074-C601523
Multiple Tumor Tissue Array - 7 different normal tissues and 5 major tumor types in duplicates for IHC antibody and ISH probe optimization and initial screening,http://www.biochain.com/product/multiple-tumor-tissue-array-7-different-normal-tissues-and-5-major-tumor-types-in-duplicates-for-ihc-antibody-and-ish-probe-optimization-and-initial-screening/,Z7020079-B604177
Multiple Tumor Tissue Array - 12 major types of cancer paired with adjacent normal tissues,http://www.biochain.com/product/multiple-tumor-tissue-array-12-major-types-of-cancer-paired-with-adjacent-normal-tissues/,Z7020080
Multiple Tumor Tissue Array - 15 major types tumors. Most types have duplicates from different patients with corresponding normal tissues as controls.,http://www.biochain.com/product/multiple-tumor-tissue-array-15-major-types-tumors-most-types-have-duplicates-from-different-patients-with-corresponding-normal-tissues-as-controls/,Z7020081-C408248
Multiple Tumor Tissue Array - 40 types of tumors.  Most of them have duplicates or triplicates from different individuals with corresponding normal tissues as controls.,http://www.biochain.com/product/multiple-tumor-tissue-array-40-types-of-tumors-most-of-them-have-duplicates-or-triplicates-from-different-individuals-with-corresponding-normal-tissues-as-controls/,Z7020082-B508175
"Paraffin Tissue Section Array - 12 types of human tissues in duplicates, designed as universal control for >90% routine IHC markers",http://www.biochain.com/product/paraffin-tissue-section-array-12-types-of-human-tissues-in-duplicates-designed-as-universal-control-for-90-routine-ihc-markers/,Z7020083-C601522
Multiple Tumor Tissue Array  - Duplicated 48 cases of benign and malignant tumors of the nervous system,http://www.biochain.com/product/multiple-tumor-tissue-array-duplecated-48-cases-of-benign-and-malignant-tumors-of-the-nervous-system/,Z7020084-B508177
Ovary Tumor Tissue Array - Duplicated 70 cases covering all the common types of ovarian cancer and 5 cases of normal and other non-malignant ovarian tissues.,http://www.biochain.com/product/ovary-tumor-tissue-array-duplicated-70-cases-covering-all-the-common-types-of-ovarian-cancer-and-5-cases-of-normal-and-other-non-malignant-ovarian-tissues/,Z7020086-C601524
Ovary Tumor Tissue Array - 12 cases of ovary cancer paired with adjacent normal tissues,http://www.biochain.com/product/ovary-tumor-tissue-array-12-cases-of-ovary-cancer-paired-with-adjacent-normal-tissues/,Z7020087-B508180
Ovary Tumor Tissue Array - Duplicated 36 cases covering all the common types of ovarian cancer and 12 cases of normal and other non-malignant ovarian tissues.,http://www.biochain.com/product/ovary-tumor-tissue-array-duplicated-36-cases-covering-all-the-common-types-of-ovarian-cancer-and-12-cases-of-normal-and-other-non-malignant-ovarian-tissues/,Z7020088-C503185
Ovary Tumor Tissue Array - 48 cases of uninvolved and cancerous tissues of the ovary in duplicates,http://www.biochain.com/product/ovary-tumor-tissue-array-48-cases-of-uninvolved-and-cancerous-tissues-of-the-ovary-in-duplicates/,Z7020089-B508181
Pancreas Tumor Tissue Array - 20 cases of pancreatic cancers and 4 cases of normal and non-malignant pancreatic tissues.,http://www.biochain.com/product/pancreas-tumor-tissue-array-20-cases-of-pancreatic-cancers-and-4-cases-of-normal-and-non-malignant-pancreatic-tissues/,Z7020090-C501639
Prostate Tumor Tissue Array - 16 cases of prostate tumors and 8 cases of normal and reactive prostate tissues.,http://www.biochain.com/product/prostate-tumor-tissue-array-17-cases-of-prostate-tumors-and-7-cases-of-normal-and-reactive-prostate-tissues/,Z7020091-C507010
Skin Tumor Tissue Array - 36 duplicated cases of skin tumors and 12 cases of normal and other non-malignant skin tissues.,http://www.biochain.com/product/skin-tumor-tissue-array-36-duplicated-cases-of-skin-tumors-and-12-cases-of-normal-and-other-non-malignant-skin-tissues/,Z7020093-C506007
Testis Tumor Tissue Array - 16 cases of testis tumors and 8 cases of non-tumor testis tissues.,http://www.biochain.com/product/testis-tumor-tissue-array-16-cases-of-testis-tumors-and-8-cases-of-non-tumor-testis-tissues/,Z7020096-B506290
Thyroid Tumor Tissue Array - 12 cases of thyroid cancer paired with corresponding uninvolved tissues from the same patients,http://www.biochain.com/product/thyroid-tumor-tissue-array-12-cases-of-thyroid-cancer-paired-with-corresponding-uninvolved-tissues-from-the-same-patients/,Z7020097-B508185
Thyroid Tumor Tissue Array - 48 cases of uninvolved and cancerous tissues of the thyroid in duplicates,http://www.biochain.com/product/thyroid-tumor-tissue-array-48-cases-of-uninvolved-and-cancerous-tissues-of-the-thyroid-in-duplicates/,Z7020098-B508186
"Thyroid Tumor Tissue Array - 6 types, 18 cases of normal, inflammatory and neoplastic conditons of the thyroid",http://www.biochain.com/product/thyroid-tumor-tissue-array-6-types-18-cases-of-normal-inflammatory-and-neoplastic-conditons-of-the-thyroid/,Z7020099-B508187
Bladder Tumor Tissue Array - 12 cases of bladder tumor/adjacent normal pairs,http://www.biochain.com/product/bladder-tumor-tissue-array-12-cases-of-bladder-tumoradjacent-normal-pairs/,Z7020105-B508193
Bladder Tumor Tissue Array - 66 cores including bladder cancers of various grades and stages (29 cases) and uninvolved bladder tissues (4 cases) in duplicates.,http://www.biochain.com/product/bladder-tumor-tissue-array-66-cores-including-bladder-cancers-of-various-grades-and-stages-29-cases-and-uninvolved-bladder-tissues-4-cases-in-duplicates/,Z7020106-C503024
"Melanoma Tissue Array - 12 cases of normal epithelium, nevus, and carcinoma of the skin, and 36 cases of primary (24 cases) and metastatic (12 cases) melanomas in duplicates",http://www.biochain.com/product/melanoma-tissue-array-12-cases-of-normal-epithelium-nevus-and-carcinoma-of-the-skin-and-36-cases-of-primary-26-cases-and-metastatic-10-cases-melanomas-in-duplicates/,Z7020108-C506006
Mouse Tissue Array  - 22 organs from mouse of FVB strain,http://www.biochain.com/product/mouse-tissue-array-22-organs-from-mouse-of-fvb-strain/,Z7020001
Rat Tissue Array - 22 types of rat normal tissues covering all major organs. Each type has triplicates from 3 rats.,http://www.biochain.com/product/rat-tissue-array-22-types-of-rat-normal-tissues-covering-all-major-organs-each-type-has-triplicates-from-3-rats/,Z7020002
Monkey Tissue Array - 22 types of cyno monkey normal tissues covering all major organs,http://www.biochain.com/product/monkey-tissue-array-22-types-of-cyno-monkey-normal-tissues-covering-all-major-organs/,Z7020003-C204038
Frozen Tissue Section - Human Tumor: Brain,http://www.biochain.com/product/frozen-tissue-section-human-tumor-brain/,T1235035
"Pancreas Tumor Tissue Array - 20 cases of pancreatic cancers and 4 cases of normal pancreatic tissues in duplicates, non-overlapping with Z7020090, with grading and TNM staging data",http://www.biochain.com/product/pancreas-tumor-tissue-array-20-cases-pancreatic-cancers-4-cases-normal-pancreatic-tissues-duplicates-non-overlapping/,Z7020109-C504077
"Pancreas Tumor Tissue Array - 86 cases of malignant tumors, 10 cases of benign tumors, 5 cases of normal tissues, and 1 case inflammatory pancreatic tissue with grading and TNM staging data",http://www.biochain.com/product/pancreas-tumor-tissue-array-86-cases-of-malignant-tumors-10-cases-of-benign-tumors-5-cases-of-normal-tissues-and-1-case-inflammatory-pancreatic-tissue-with-grading-and-tnm-staging-data/,Z7020110-C209055
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl/,T2235152-AC-C201031
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-2/,T2235152-AC-C201032
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-3/,T2235152-AC-C201033
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-4/,T2235152-AC-C201034
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-5/,T2235152-AC-C201035
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-6/,T2235152-AC-C201036
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-7/,T2235152-AC-C201037
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-8/,T2235152-AC-C201038
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-9/,T2235152-AC-C201040
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-10/,T2235152-AC-C201041
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-11/,T2235152-AC-C201042
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-12/,T2235152-AC-C201048
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-13/,T2235152-AC-C201050
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-14/,T2235152-AC-C201053
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-15/,T2235152-AC-C201056
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-16/,T2235152-AC-C201058
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-17/,T2235152-AC-C201059
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-18/,T2235152-AC-C201060
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-19/,T2235152-AC-C201065
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-20/,T2235152-AC-C201066
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-21/,T2235152-AC-C201069
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-22/,T2235152-AC-C201070
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-23/,T2235152-AC-C201071
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-24/,T2235152-AC-C201072
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-25/,T2235152-AC-C201077
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-26/,T2235152-AC-C201079
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-27/,T2235152-AC-C201080
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-28/,T2235152-AC-C201082
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-29/,T2235152-AC-C201083
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-30/,T2235152-AC-C201085
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-31/,T2235152-AC-C201089
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-32/,T2235152-AC-C201091
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-33/,T2235152-AC-C201093
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-34/,T2235152-AC-C201096
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-35/,T2235152-AC-C201098
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-36/,T2235152-AC-C201100
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-37/,T2235152-AC-C201103
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-38/,T2235152-AC-C201104
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-39/,T2235152-AC-C201105
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-40/,T2235152-AC-C201143
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-41/,T2235152-AC-C201144
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-42/,T2235152-AC-C201145
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-43/,T2235152-AC-C201146
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-44/,T2235152-AC-C201149
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-45/,T2235152-AC-C202097
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-46/,T2235152-AC-C202099
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-47/,T2235152-AC-C202100
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-48/,T2235152-AC-C202101
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-49/,T2235152-AC-C202103
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-50/,T2235152-AC-C202104
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-51/,T2235152-AC-C202105
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-52/,T2235152-AC-C202109
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-53/,T2235152-AC-C202116
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-54/,T2235152-AC-C202117
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-55/,T2235152-AC-C202118
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-56/,T2235152-AC-C202119
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-57/,T2235152-AC-C202120
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-58/,T2235152-AC-C202121
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-59/,T2235152-AC-C202122
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-60/,T2235152-AC-C202123
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-61/,T2235152-AC-C202126
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-62/,T2235152-AC-C202128
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-63/,T2235152-AC-C202130
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-64/,T2235152-AC-C202131
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-65/,T2235152-AC-C202132
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-66/,T2235152-AC-C202135
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-67/,T2235152-AC-C202137
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-68/,T2235152-AC-C202139
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-69/,T2235152-AC-C202141
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-70/,T2235152-AC-C202146
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-71/,T2235152-AC-C202151
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-72/,T2235152-AC-C202152
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-73/,T2235152-AC-C202154
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-74/,T2235152-AC-C202160
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-75/,T2235152-AC-C202161
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-76/,T2235152-AC-C202162
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-77/,T2235152-AC-C202163
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-78/,T2235152-AC-C202164
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-79/,T2235152-AC-C202165
CancerSeqâ„¢ AMS Paraffin Tissue Curl,http://www.biochain.com/product/cancerseq-ams-paraffin-tissue-curl-80/,T2235152-AC-C202166
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative/,T2235121HPV--C504121
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-2/,T2235121HPV--C504122
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-3/,T2235121HPV--C504124
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-4/,T2235121HPV--C504130
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-5/,T2235121HPV--C504131
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-6/,T2235121HPV--C504132
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-7/,T2235121HPV--C504133
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-8/,T2235121HPV--C504137
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-9/,T2235121HPV--C504141
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-10/,T2235121HPV--C504142
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-11/,T2235121HPV--C504146
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-12/,T2235121HPV--C504148
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-13/,T2235121HPV--C504149
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-14/,T2235121HPV--C504154
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-15/,T2235121HPV--C504155
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-16/,T2235121HPV--C504156
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-17/,T2235121HPV--C504157
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-18/,T2235121HPV--C504159
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-19/,T2235121HPV--C504161
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-20/,T2235121HPV--C504163
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-21/,T2235121HPV--C504164
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-22/,T2235121HPV--C504165
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-23/,T2235121HPV--C504167
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-24/,T2235121HPV--C504169
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-25/,T2235121HPV--C504182
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-26/,T2235121HPV--C504183
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-27/,T2235121HPV--C504184
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-28/,T2235121HPV--C504185
